# JD  RA Dec
2457169.500000000      63.27749  21.16687
2457170.500000000      64.29138  21.33556
2457171.500000000      65.30714  21.49809
2457172.500000000      66.32474  21.65441
2457173.500000000      67.34410  21.80446
2457174.500000000      68.36520  21.94818
2457175.500000000      69.38797  22.08554
2457176.500000000      70.41237  22.21647
2457177.500000000      71.43835  22.34094
2457178.500000000      72.46584  22.45890
2457179.500000000      73.49479  22.57032
2457180.500000000      74.52514  22.67514
2457181.500000000      75.55684  22.77334
2457182.500000000      76.58979  22.86487
2457183.500000000      77.62393  22.94972
2457184.500000000      78.65917  23.02784
2457185.500000000      79.69542  23.09921
2457186.500000000      80.73257  23.16381
2457187.500000000      81.77052  23.22160
2457188.500000000      82.80916  23.27258
2457189.500000000      83.84838  23.31671
2457190.500000000      84.88805  23.35400
2457191.500000000      85.92807  23.38442
2457192.500000000      86.96832  23.40796
2457193.500000000      88.00868  23.42462
2457194.500000000      89.04905  23.43439
2457195.500000000      90.08931  23.43727
2457196.500000000      91.12936  23.43327
2457197.500000000      92.16909  23.42238
2457198.500000000      93.20841  23.40462
2457199.500000000      94.24721  23.37999
2457200.500000000      95.28540  23.34851
2457201.500000000      96.32290  23.31019
2457202.500000000      97.35960  23.26505
2457203.500000000      98.39543  23.21311
2457204.500000000      99.43031  23.15439
2457205.500000000     100.46417  23.08891
2457206.500000000     101.49692  23.01670
2457207.500000000     102.52852  22.93779
2457208.500000000     103.55888  22.85222
2457209.500000000     104.58796  22.76001
2457210.500000000     105.61567  22.66121
2457211.500000000     106.64196  22.55585
2457212.500000000     107.66675  22.44397
2457213.500000000     108.68997  22.32562
2457214.500000000     109.71154  22.20085
2457215.500000000     110.73138  22.06971
2457216.500000000     111.74941  21.93225
2457217.500000000     112.76556  21.78853
2457218.500000000     113.77975  21.63859
2457219.500000000     114.79189  21.48251
2457220.500000000     115.80193  21.32034
2457221.500000000     116.80979  21.15214
2457222.500000000     117.81542  20.97798
2457223.500000000     118.81874  20.79792
2457224.500000000     119.81972  20.61203
2457225.500000000     120.81830  20.42038
2457226.500000000     121.81444  20.22304
2457227.500000000     122.80811  20.02007
2457228.500000000     123.79928  19.81155
2457229.500000000     124.78791  19.59756
2457230.500000000     125.77400  19.37815
2457231.500000000     126.75753  19.15341
2457232.500000000     127.73849  18.92341
2457233.500000000     128.71688  18.68823
2457234.500000000     129.69272  18.44793
2457235.500000000     130.66602  18.20260
2457236.500000000     131.63680  17.95230
2457237.500000000     132.60508  17.69711
2457238.500000000     133.57090  17.43712
2457239.500000000     134.53426  17.17239
2457240.500000000     135.49520  16.90302
2457241.500000000     136.45373  16.62907
2457242.500000000     137.40987  16.35064
2457243.500000000     138.36363  16.06780
2457244.500000000     139.31504  15.78065
2457245.500000000     140.26410  15.48928
2457246.500000000     141.21083  15.19377
2457247.500000000     142.15525  14.89420
2457248.500000000     143.09737  14.59068
2457249.500000000     144.03722  14.28328
2457250.500000000     144.97482  13.97211
2457251.500000000     145.91019  13.65724
2457252.500000000     146.84337  13.33877
2457253.500000000     147.77438  13.01680
2457254.500000000     148.70327  12.69140
2457255.500000000     149.63008  12.36267
2457256.500000000     150.55485  12.03071
2457257.500000000     151.47763  11.69559
2457258.500000000     152.39847  11.35741
2457259.500000000     153.31743  11.01625
2457260.500000000     154.23457  10.67221
2457261.500000000     155.14995  10.32537
2457262.500000000     156.06365   9.97582
2457263.500000000     156.97576   9.62363
2457264.500000000     157.88635   9.26890
2457265.500000000     158.79551   8.91170
2457266.500000000     159.70333   8.55213
2457267.500000000     160.60991   8.19025
2457268.500000000     161.51532   7.82616
2457269.500000000     162.41966   7.45995
2457270.500000000     163.32300   7.09170
2457271.500000000     164.22541   6.72150
2457272.500000000     165.12696   6.34944
2457273.500000000     166.02773   5.97562
2457274.500000000     166.92779   5.60013
2457275.500000000     167.82720   5.22306
2457276.500000000     168.72603   4.84451
2457277.500000000     169.62434   4.46457
2457278.500000000     170.52221   4.08333
2457279.500000000     171.41970   3.70090
2457280.500000000     172.31688   3.31736
2457281.500000000     173.21382   2.93281
2457282.500000000     174.11058   2.54735
2457283.500000000     175.00725   2.16108
2457284.500000000     175.90390   1.77408
2457285.500000000     176.80059   1.38646
2457286.500000000     177.69741   0.99830
2457287.500000000     178.59444   0.60972
2457288.500000000     179.49176   0.22079
2457289.500000000     180.38946  -0.16839
2457290.500000000     181.28762  -0.55772
2457291.500000000     182.18635  -0.94711
2457292.500000000     183.08574  -1.33648
2457293.500000000     183.98590  -1.72572
2457294.500000000     184.88694  -2.11476
2457295.500000000     185.78896  -2.50351
2457296.500000000     186.69207  -2.89186
2457297.500000000     187.59637  -3.27974
2457298.500000000     188.50197  -3.66704
2457299.500000000     189.40894  -4.05367
2457300.500000000     190.31737  -4.43954
2457301.500000000     191.22736  -4.82453
2457302.500000000     192.13897  -5.20856
2457303.500000000     193.05229  -5.59151
2457304.500000000     193.96739  -5.97328
2457305.500000000     194.88433  -6.35378
2457306.500000000     195.80320  -6.73289
2457307.500000000     196.72405  -7.11050
2457308.500000000     197.64695  -7.48652
2457309.500000000     198.57198  -7.86082
2457310.500000000     199.49918  -8.23332
2457311.500000000     200.42863  -8.60388
2457312.500000000     201.36038  -8.97242
2457313.500000000     202.29451  -9.33880
2457314.500000000     203.23105  -9.70294
2457315.500000000     204.17009 -10.06471
2457316.500000000     205.11168 -10.42400
2457317.500000000     206.05588 -10.78072
2457318.500000000     207.00275 -11.13473
2457319.500000000     207.95237 -11.48595
2457320.500000000     208.90481 -11.83426
2457321.500000000     209.86014 -12.17956
2457322.500000000     210.81844 -12.52173
2457323.500000000     211.77978 -12.86068
2457324.500000000     212.74425 -13.19629
2457325.500000000     213.71191 -13.52847
2457326.500000000     214.68282 -13.85710
2457327.500000000     215.65705 -14.18208
2457328.500000000     216.63465 -14.50330
2457329.500000000     217.61566 -14.82064
2457330.500000000     218.60011 -15.13399
2457331.500000000     219.58805 -15.44324
2457332.500000000     220.57948 -15.74828
2457333.500000000     221.57445 -16.04899
2457334.500000000     222.57295 -16.34525
2457335.500000000     223.57500 -16.63696
2457336.500000000     224.58061 -16.92400
2457337.500000000     225.58977 -17.20626
2457338.500000000     226.60247 -17.48361
2457339.500000000     227.61871 -17.75595
2457340.500000000     228.63848 -18.02316
2457341.500000000     229.66174 -18.28514
2457342.500000000     230.68848 -18.54177
2457343.500000000     231.71867 -18.79293
2457344.500000000     232.75227 -19.03853
2457345.500000000     233.78927 -19.27845
2457346.500000000     234.82962 -19.51258
2457347.500000000     235.87330 -19.74083
2457348.500000000     236.92027 -19.96309
2457349.500000000     237.97049 -20.17927
2457350.500000000     239.02395 -20.38926
2457351.500000000     240.08060 -20.59297
2457352.500000000     241.14042 -20.79031
2457353.500000000     242.20337 -20.98120
2457354.500000000     243.26941 -21.16553
2457355.500000000     244.33848 -21.34323
2457356.500000000     245.41053 -21.51421
2457357.500000000     246.48549 -21.67839
2457358.500000000     247.56328 -21.83569
2457359.500000000     248.64382 -21.98602
2457360.500000000     249.72703 -22.12932
2457361.500000000     250.81280 -22.26551
2457362.500000000     251.90102 -22.39452
2457363.500000000     252.99159 -22.51627
2457364.500000000     254.08440 -22.63071
2457365.500000000     255.17931 -22.73777
2457366.500000000     256.27621 -22.83740
2457367.500000000     257.37495 -22.92954
2457368.500000000     258.47541 -23.01413
2457369.500000000     259.57742 -23.09114
2457370.500000000     260.68086 -23.16051
2457371.500000000     261.78557 -23.22220
2457372.500000000     262.89140 -23.27619
2457373.500000000     263.99819 -23.32243
2457374.500000000     265.10581 -23.36090
2457375.500000000     266.21411 -23.39158
2457376.500000000     267.32294 -23.41444
2457377.500000000     268.43217 -23.42948
2457378.500000000     269.54166 -23.43667
2457379.500000000     270.65129 -23.43601
2457380.500000000     271.76092 -23.42751
2457381.500000000     272.87045 -23.41115
2457382.500000000     273.97974 -23.38696
2457383.500000000     275.08868 -23.35492
2457384.500000000     276.19714 -23.31507
2457385.500000000     277.30500 -23.26742
2457386.500000000     278.41213 -23.21199
2457387.500000000     279.51841 -23.14881
2457388.500000000     280.62370 -23.07790
2457389.500000000     281.72788 -22.99930
2457390.500000000     282.83082 -22.91306
2457391.500000000     283.93239 -22.81920
2457392.500000000     285.03245 -22.71778
2457393.500000000     286.13089 -22.60885
2457394.500000000     287.22758 -22.49246
2457395.500000000     288.32238 -22.36867
2457396.500000000     289.41518 -22.23754
2457397.500000000     290.50584 -22.09913
2457398.500000000     291.59424 -21.95352
2457399.500000000     292.68027 -21.80078
2457400.500000000     293.76381 -21.64098
2457401.500000000     294.84475 -21.47419
2457402.500000000     295.92297 -21.30051
2457403.500000000     296.99840 -21.12001
2457404.500000000     298.07094 -20.93278
2457405.500000000     299.14052 -20.73891
2457406.500000000     300.20707 -20.53848
2457407.500000000     301.27054 -20.33159
2457408.500000000     302.33088 -20.11832
2457409.500000000     303.38805 -19.89877
2457410.500000000     304.44203 -19.67304
2457411.500000000     305.49277 -19.44123
2457412.500000000     306.54027 -19.20342
2457413.500000000     307.58450 -18.95973
2457414.500000000     308.62544 -18.71025
2457415.500000000     309.66309 -18.45510
2457416.500000000     310.69743 -18.19436
2457417.500000000     311.72846 -17.92815
2457418.500000000     312.75617 -17.65659
2457419.500000000     313.78054 -17.37977
2457420.500000000     314.80159 -17.09781
2457421.500000000     315.81932 -16.81082
2457422.500000000     316.83371 -16.51891
2457423.500000000     317.84479 -16.22220
2457424.500000000     318.85254 -15.92081
2457425.500000000     319.85697 -15.61484
2457426.500000000     320.85810 -15.30443
2457427.500000000     321.85592 -14.98969
2457428.500000000     322.85043 -14.67073
2457429.500000000     323.84166 -14.34768
2457430.500000000     324.82960 -14.02067
2457431.500000000     325.81429 -13.68980
2457432.500000000     326.79575 -13.35521
2457433.500000000     327.77401 -13.01699
2457434.500000000     328.74912 -12.67529
2457435.500000000     329.72113 -12.33019
2457436.500000000     330.69009 -11.98183
2457437.500000000     331.65608 -11.63031
2457438.500000000     332.61916 -11.27575
2457439.500000000     333.57940 -10.91825
2457440.500000000     334.53688 -10.55793
2457441.500000000     335.49167 -10.19490
2457442.500000000     336.44386  -9.82926
2457443.500000000     337.39352  -9.46113
2457444.500000000     338.34074  -9.09061
2457445.500000000     339.28559  -8.71782
2457446.500000000     340.22815  -8.34286
2457447.500000000     341.16852  -7.96584
2457448.500000000     342.10676  -7.58687
2457449.500000000     343.04295  -7.20606
2457450.500000000     343.97719  -6.82352
2457451.500000000     344.90953  -6.43935
2457452.500000000     345.84006  -6.05368
2457453.500000000     346.76886  -5.66659
2457454.500000000     347.69599  -5.27822
2457455.500000000     348.62152  -4.88866
2457456.500000000     349.54550  -4.49804
2457457.500000000     350.46802  -4.10645
2457458.500000000     351.38911  -3.71402
2457459.500000000     352.30885  -3.32086
2457460.500000000     353.22731  -2.92708
2457461.500000000     354.14455  -2.53278
2457462.500000000     355.06065  -2.13808
2457463.500000000     355.97570  -1.74307
2457464.500000000     356.88978  -1.34786
2457465.500000000     357.80298  -0.95256
2457466.500000000     358.71539  -0.55725
2457467.500000000     359.62712  -0.16204
2457468.500000000       0.53825   0.23297
2457469.500000000       1.44888   0.62769
2457470.500000000       2.35912   1.02203
2457471.500000000       3.26906   1.41587
2457472.500000000       4.17879   1.80914
2457473.500000000       5.08842   2.20173
2457474.500000000       5.99805   2.59355
2457475.500000000       6.90775   2.98450
2457476.500000000       7.81764   3.37450
2457477.500000000       8.72779   3.76344
2457478.500000000       9.63830   4.15122
2457479.500000000      10.54925   4.53777
2457480.500000000      11.46073   4.92297
2457481.500000000      12.37281   5.30674
2457482.500000000      13.28558   5.68897
2457483.500000000      14.19909   6.06956
