# JD  RA Dec
2456412.500000000      37.22912  14.69655
2456413.500000000      38.18248  15.00208
2456414.500000000      39.13814  15.30349
2456415.500000000      40.09615  15.60071
2456416.500000000      41.05654  15.89364
2456417.500000000      42.01931  16.18219
2456418.500000000      42.98447  16.46627
2456419.500000000      43.95205  16.74580
2456420.500000000      44.92203  17.02069
2456421.500000000      45.89441  17.29084
2456422.500000000      46.86919  17.55618
2456423.500000000      47.84636  17.81662
2456424.500000000      48.82590  18.07208
2456425.500000000      49.80780  18.32247
2456426.500000000      50.79205  18.56771
2456427.500000000      51.77862  18.80772
2456428.500000000      52.76749  19.04243
2456429.500000000      53.75865  19.27176
2456430.500000000      54.75206  19.49562
2456431.500000000      55.74771  19.71396
2456432.500000000      56.74556  19.92670
2456433.500000000      57.74560  20.13376
2456434.500000000      58.74779  20.33509
2456435.500000000      59.75211  20.53060
2456436.500000000      60.75854  20.72025
2456437.500000000      61.76705  20.90396
2456438.500000000      62.77764  21.08167
2456439.500000000      63.79027  21.25332
2456440.500000000      64.80491  21.41886
2456441.500000000      65.82154  21.57823
2456442.500000000      66.84011  21.73136
2456443.500000000      67.86057  21.87822
2456444.500000000      68.88286  22.01873
2456445.500000000      69.90691  22.15286
2456446.500000000      70.93265  22.28055
2456447.500000000      71.95999  22.40176
2456448.500000000      72.98886  22.51643
2456449.500000000      74.01916  22.62454
2456450.500000000      75.05080  22.72604
2456451.500000000      76.08368  22.82088
2456452.500000000      77.11771  22.90905
2456453.500000000      78.15278  22.99050
2456454.500000000      79.18880  23.06521
2456455.500000000      80.22565  23.13315
2456456.500000000      81.26324  23.19429
2456457.500000000      82.30145  23.24862
2456458.500000000      83.34019  23.29612
2456459.500000000      84.37934  23.33678
2456460.500000000      85.41882  23.37057
2456461.500000000      86.45851  23.39749
2456462.500000000      87.49832  23.41754
2456463.500000000      88.53815  23.43070
2456464.500000000      89.57792  23.43698
2456465.500000000      90.61754  23.43637
2456466.500000000      91.65693  23.42888
2456467.500000000      92.69603  23.41450
2456468.500000000      93.73475  23.39325
2456469.500000000      94.77302  23.36513
2456470.500000000      95.81077  23.33015
2456471.500000000      96.84792  23.28834
2456472.500000000      97.88438  23.23971
2456473.500000000      98.92005  23.18427
2456474.500000000      99.95486  23.12206
2456475.500000000     100.98870  23.05309
2456476.500000000     102.02147  22.97741
2456477.500000000     103.05309  22.89504
2456478.500000000     104.08346  22.80602
2456479.500000000     105.11247  22.71039
2456480.500000000     106.14004  22.60818
2456481.500000000     107.16608  22.49944
2456482.500000000     108.19049  22.38422
2456483.500000000     109.21319  22.26257
2456484.500000000     110.23409  22.13453
2456485.500000000     111.25311  22.00016
2456486.500000000     112.27017  21.85951
2456487.500000000     113.28520  21.71264
2456488.500000000     114.29813  21.55961
2456489.500000000     115.30889  21.40047
2456490.500000000     116.31744  21.23529
2456491.500000000     117.32371  21.06412
2456492.500000000     118.32766  20.88704
2456493.500000000     119.32927  20.70409
2456494.500000000     120.32850  20.51535
2456495.500000000     121.32533  20.32088
2456496.500000000     122.31977  20.12073
2456497.500000000     123.31180  19.91498
2456498.500000000     124.30141  19.70369
2456499.500000000     125.28861  19.48693
2456500.500000000     126.27339  19.26478
2456501.500000000     127.25575  19.03729
2456502.500000000     128.23566  18.80455
2456503.500000000     129.21314  18.56664
2456504.500000000     130.18816  18.32364
2456505.500000000     131.16072  18.07562
2456506.500000000     132.13082  17.82267
2456507.500000000     133.09844  17.56486
2456508.500000000     134.06360  17.30229
2456509.500000000     135.02628  17.03504
2456510.500000000     135.98648  16.76320
2456511.500000000     136.94421  16.48684
2456512.500000000     137.89948  16.20607
2456513.500000000     138.85228  15.92096
2456514.500000000     139.80263  15.63161
2456515.500000000     140.75054  15.33811
2456516.500000000     141.69602  15.04054
2456517.500000000     142.63910  14.73900
2456518.500000000     143.57980  14.43357
2456519.500000000     144.51816  14.12434
2456520.500000000     145.45421  13.81139
2456521.500000000     146.38799  13.49482
2456522.500000000     147.31955  13.17470
2456523.500000000     148.24896  12.85111
2456524.500000000     149.17628  12.52415
2456525.500000000     150.10157  12.19389
2456526.500000000     151.02492  11.86041
2456527.500000000     151.94640  11.52379
2456528.500000000     152.86608  11.18411
2456529.500000000     153.78403  10.84147
2456530.500000000     154.70032  10.49594
2456531.500000000     155.61501  10.14762
2456532.500000000     156.52819   9.79658
2456533.500000000     157.43990   9.44293
2456534.500000000     158.35022   9.08676
2456535.500000000     159.25921   8.72814
2456536.500000000     160.16693   8.36718
2456537.500000000     161.07345   8.00397
2456538.500000000     161.97882   7.63860
2456539.500000000     162.88311   7.27117
2456540.500000000     163.78638   6.90176
2456541.500000000     164.68869   6.53048
2456542.500000000     165.59010   6.15743
2456543.500000000     166.49067   5.78268
2456544.500000000     167.39046   5.40635
2456545.500000000     168.28954   5.02853
2456546.500000000     169.18798   4.64930
2456547.500000000     170.08583   4.26877
2456548.500000000     170.98318   3.88703
2456549.500000000     171.88011   3.50417
2456550.500000000     172.77670   3.12027
2456551.500000000     173.67303   2.73542
2456552.500000000     174.56921   2.34972
2456553.500000000     175.46533   1.96325
2456554.500000000     176.36149   1.57609
2456555.500000000     177.25780   1.18833
2456556.500000000     178.15435   0.80005
2456557.500000000     179.05126   0.41136
2456558.500000000     179.94861   0.02233
2456559.500000000     180.84652  -0.36695
2456560.500000000     181.74506  -0.75638
2456561.500000000     182.64433  -1.14586
2456562.500000000     183.54442  -1.53530
2456563.500000000     184.44542  -1.92461
2456564.500000000     185.34741  -2.31368
2456565.500000000     186.25047  -2.70242
2456566.500000000     187.15469  -3.09073
2456567.500000000     188.06015  -3.47851
2456568.500000000     188.96691  -3.86565
2456569.500000000     189.87505  -4.25206
2456570.500000000     190.78464  -4.63762
2456571.500000000     191.69575  -5.02223
2456572.500000000     192.60844  -5.40579
2456573.500000000     193.52278  -5.78819
2456574.500000000     194.43883  -6.16933
2456575.500000000     195.35666  -6.54909
2456576.500000000     196.27634  -6.92738
2456577.500000000     197.19793  -7.30408
2456578.500000000     198.12152  -7.67910
2456579.500000000     199.04718  -8.05234
2456580.500000000     199.97500  -8.42369
2456581.500000000     200.90506  -8.79305
2456582.500000000     201.83745  -9.16032
2456583.500000000     202.77226  -9.52540
2456584.500000000     203.70957  -9.88819
2456585.500000000     204.64948 -10.24858
2456586.500000000     205.59206 -10.60647
2456587.500000000     206.53741 -10.96176
2456588.500000000     207.48558 -11.31433
2456589.500000000     208.43667 -11.66409
2456590.500000000     209.39073 -12.01092
2456591.500000000     210.34784 -12.35471
2456592.500000000     211.30805 -12.69535
2456593.500000000     212.27141 -13.03273
2456594.500000000     213.23798 -13.36674
2456595.500000000     214.20781 -13.69726
2456596.500000000     215.18094 -14.02418
2456597.500000000     216.15740 -14.34739
2456598.500000000     217.13723 -14.66677
2456599.500000000     218.12043 -14.98219
2456600.500000000     219.10704 -15.29356
2456601.500000000     220.09706 -15.60074
2456602.500000000     221.09049 -15.90362
2456603.500000000     222.08734 -16.20210
2456604.500000000     223.08762 -16.49604
2456605.500000000     224.09133 -16.78534
2456606.500000000     225.09848 -17.06988
2456607.500000000     226.10906 -17.34956
2456608.500000000     227.12309 -17.62426
2456609.500000000     228.14059 -17.89388
2456610.500000000     229.16154 -18.15831
2456611.500000000     230.18597 -18.41744
2456612.500000000     231.21387 -18.67117
2456613.500000000     232.24525 -18.91940
2456614.500000000     233.28010 -19.16201
2456615.500000000     234.31842 -19.39891
2456616.500000000     235.36019 -19.62999
2456617.500000000     236.40538 -19.85515
2456618.500000000     237.45399 -20.07430
2456619.500000000     238.50596 -20.28734
2456620.500000000     239.56127 -20.49415
2456621.500000000     240.61987 -20.69466
2456622.500000000     241.68170 -20.88877
2456623.500000000     242.74671 -21.07637
2456624.500000000     243.81483 -21.25739
2456625.500000000     244.88599 -21.43173
2456626.500000000     245.96010 -21.59931
2456627.500000000     247.03707 -21.76004
2456628.500000000     248.11680 -21.91385
2456629.500000000     249.19918 -22.06064
2456630.500000000     250.28409 -22.20035
2456631.500000000     251.37141 -22.33290
2456632.500000000     252.46102 -22.45823
2456633.500000000     253.55278 -22.57626
2456634.500000000     254.64657 -22.68694
2456635.500000000     255.74227 -22.79020
2456636.500000000     256.83976 -22.88599
2456637.500000000     257.93892 -22.97426
2456638.500000000     259.03963 -23.05495
2456639.500000000     260.14177 -23.12804
2456640.500000000     261.24522 -23.19347
2456641.500000000     262.34987 -23.25120
2456642.500000000     263.45560 -23.30121
2456643.500000000     264.56228 -23.34347
2456644.500000000     265.66980 -23.37794
2456645.500000000     266.77802 -23.40461
2456646.500000000     267.88683 -23.42346
2456647.500000000     268.99610 -23.43448
2456648.500000000     270.10568 -23.43765
2456649.500000000     271.21546 -23.43296
2456650.500000000     272.32530 -23.42043
2456651.500000000     273.43506 -23.40005
2456652.500000000     274.54461 -23.37182
2456653.500000000     275.65381 -23.33576
2456654.500000000     276.76252 -23.29189
2456655.500000000     277.87059 -23.24023
2456656.500000000     278.97787 -23.18079
2456657.500000000     280.08422 -23.11362
2456658.500000000     281.18947 -23.03874
2456659.500000000     282.29348 -22.95620
2456660.500000000     283.39608 -22.86604
2456661.500000000     284.49713 -22.76830
2456662.500000000     285.59648 -22.66304
2456663.500000000     286.69400 -22.55031
2456664.500000000     287.78955 -22.43016
2456665.500000000     288.88302 -22.30267
2456666.500000000     289.97430 -22.16787
2456667.500000000     291.06329 -22.02585
2456668.500000000     292.14990 -21.87667
2456669.500000000     293.23403 -21.72040
2456670.500000000     294.31560 -21.55711
2456671.500000000     295.39454 -21.38688
2456672.500000000     296.47077 -21.20978
2456673.500000000     297.54423 -21.02590
2456674.500000000     298.61485 -20.83533
2456675.500000000     299.68259 -20.63813
2456676.500000000     300.74738 -20.43441
2456677.500000000     301.80918 -20.22425
2456678.500000000     302.86794 -20.00775
2456679.500000000     303.92362 -19.78499
2456680.500000000     304.97620 -19.55609
2456681.500000000     306.02562 -19.32112
2456682.500000000     307.07186 -19.08021
2456683.500000000     308.11488 -18.83344
2456684.500000000     309.15466 -18.58093
2456685.500000000     310.19116 -18.32279
2456686.500000000     311.22435 -18.05912
2456687.500000000     312.25420 -17.79005
2456688.500000000     313.28068 -17.51568
2456689.500000000     314.30375 -17.23614
2456690.500000000     315.32338 -16.95154
2456691.500000000     316.33957 -16.66200
2456692.500000000     317.35231 -16.36764
2456693.500000000     318.36158 -16.06857
2456694.500000000     319.36740 -15.76491
2456695.500000000     320.36980 -15.45677
2456696.500000000     321.36878 -15.14426
2456697.500000000     322.36438 -14.82751
2456698.500000000     323.35664 -14.50661
2456699.500000000     324.34559 -14.18169
2456700.500000000     325.33128 -13.85286
2456701.500000000     326.31377 -13.52024
2456702.500000000     327.29309 -13.18392
2456703.500000000     328.26932 -12.84403
2456704.500000000     329.24250 -12.50067
2456705.500000000     330.21271 -12.15396
2456706.500000000     331.18001 -11.80401
2456707.500000000     332.14447 -11.45092
2456708.500000000     333.10616 -11.09482
2456709.500000000     334.06514 -10.73580
2456710.500000000     335.02150 -10.37399
2456711.500000000     335.97529 -10.00950
2456712.500000000     336.92659  -9.64243
2456713.500000000     337.87546  -9.27291
2456714.500000000     338.82196  -8.90104
2456715.500000000     339.76616  -8.52695
2456716.500000000     340.70812  -8.15075
2456717.500000000     341.64787  -7.77256
2456718.500000000     342.58549  -7.39250
2456719.500000000     343.52101  -7.01069
2456720.500000000     344.45450  -6.62724
2456721.500000000     345.38603  -6.24226
2456722.500000000     346.31565  -5.85586
2456723.500000000     347.24345  -5.46817
2456724.500000000     348.16949  -5.07927
2456725.500000000     349.09386  -4.68929
2456726.500000000     350.01664  -4.29832
2456727.500000000     350.93791  -3.90647
2456728.500000000     351.85778  -3.51384
2456729.500000000     352.77632  -3.12054
2456730.500000000     353.69363  -2.72666
2456731.500000000     354.60980  -2.33231
2456732.500000000     355.52493  -1.93758
2456733.500000000     356.43913  -1.54258
2456734.500000000     357.35248  -1.14739
2456735.500000000     358.26509  -0.75213
2456736.500000000     359.17705  -0.35688
2456737.500000000       0.08848   0.03826
2456738.500000000       0.99946   0.43319
2456739.500000000       1.91009   0.82781
2456740.500000000       2.82047   1.22203
2456741.500000000       3.73069   1.61574
2456742.500000000       4.64082   2.00885
2456743.500000000       5.55095   2.40125
2456744.500000000       6.46115   2.79284
2456745.500000000       7.37149   3.18351
2456746.500000000       8.28203   3.57317
2456747.500000000       9.19284   3.96171
2456748.500000000      10.10397   4.34902
2456749.500000000      11.01550   4.73501
2456750.500000000      11.92748   5.11956
2456751.500000000      12.83998   5.50259
2456752.500000000      13.75307   5.88399
2456753.500000000      14.66683   6.26367
2456754.500000000      15.58131   6.64153
2456755.500000000      16.49660   7.01747
2456756.500000000      17.41278   7.39141
2456757.500000000      18.32991   7.76324
2456758.500000000      19.24807   8.13287
2456759.500000000      20.16735   8.50022
2456760.500000000      21.08782   8.86519
2456761.500000000      22.00955   9.22769
2456762.500000000      22.93264   9.58763
2456763.500000000      23.85715   9.94493
2456764.500000000      24.78318  10.29948
2456765.500000000      25.71079  10.65122
2456766.500000000      26.64007  11.00003
2456767.500000000      27.57110  11.34585
2456768.500000000      28.50393  11.68857
2456769.500000000      29.43865  12.02810
2456770.500000000      30.37529  12.36436
2456771.500000000      31.31391  12.69725
2456772.500000000      32.25457  13.02669
2456773.500000000      33.19728  13.35256
2456774.500000000      34.14209  13.67479
2456775.500000000      35.08902  13.99327
2456776.500000000      36.03809  14.30791
2456777.500000000      36.98932  14.61863
2456778.500000000      37.94272  14.92531
2456779.500000000      38.89832  15.22789
2456780.500000000      39.85613  15.52625
2456781.500000000      40.81616  15.82032
2456782.500000000      41.77843  16.11001
2456783.500000000      42.74296  16.39522
2456784.500000000      43.70975  16.67588
2456785.500000000      44.67882  16.95190
2456786.500000000      45.65019  17.22320
2456787.500000000      46.62387  17.48968
2456788.500000000      47.59986  17.75128
2456789.500000000      48.57818  18.00791
2456790.500000000      49.55884  18.25949
2456791.500000000      50.54185  18.50595
2456792.500000000      51.52722  18.74721
2456793.500000000      52.51496  18.98319
2456794.500000000      53.50507  19.21383
2456795.500000000      54.49757  19.43904
2456796.500000000      55.49245  19.65875
2456797.500000000      56.48970  19.87291
2456798.500000000      57.48931  20.08142
2456799.500000000      58.49125  20.28423
2456800.500000000      59.49548  20.48126
2456801.500000000      60.50196  20.67245
2456802.500000000      61.51065  20.85773
2456803.500000000      62.52149  21.03703
2456804.500000000      63.53441  21.21029
2456805.500000000      64.54934  21.37744
2456806.500000000      65.56623  21.53844
2456807.500000000      66.58499  21.69321
2456808.500000000      67.60554  21.84170
2456809.500000000      68.62782  21.98386
2456810.500000000      69.65174  22.11964
2456811.500000000      70.67722  22.24899
2456812.500000000      71.70419  22.37186
2456813.500000000      72.73255  22.48820
2456814.500000000      73.76225  22.59798
2456815.500000000      74.79318  22.70116
2456816.500000000      75.82527  22.79770
2456817.500000000      76.85844  22.88756
2456818.500000000      77.89261  22.97071
2456819.500000000      78.92770  23.04712
2456820.500000000      79.96364  23.11677
2456821.500000000      81.00036  23.17963
2456822.500000000      82.03778  23.23568
2456823.500000000      83.07583  23.28489
2456824.500000000      84.11445  23.32726
2456825.500000000      85.15356  23.36276
2456826.500000000      86.19307  23.39139
2456827.500000000      87.23290  23.41314
2456828.500000000      88.27295  23.42800
2456829.500000000      89.31312  23.43596
2456830.500000000      90.35332  23.43703
2456831.500000000      91.39343  23.43121
2456832.500000000      92.43334  23.41851
2456833.500000000      93.47293  23.39893
2456834.500000000      94.51211  23.37248
2456835.500000000      95.55074  23.33919
2456836.500000000      96.58873  23.29905
2456837.500000000      97.62596  23.25210
2456838.500000000      98.66232  23.19836
2456839.500000000      99.69770  23.13785
2456840.500000000     100.73201  23.07060
2456841.500000000     101.76514  22.99663
2456842.500000000     102.79699  22.91599
2456843.500000000     103.82748  22.82870
2456844.500000000     104.85652  22.73481
2456845.500000000     105.88402  22.63434
2456846.500000000     106.90990  22.52734
2456847.500000000     107.93409  22.41386
2456848.500000000     108.95654  22.29393
2456849.500000000     109.97717  22.16761
2456850.500000000     110.99594  22.03493
2456851.500000000     112.01281  21.89595
2456852.500000000     113.02774  21.75072
2456853.500000000     114.04069  21.59928
2456854.500000000     115.05163  21.44170
2456855.500000000     116.06052  21.27802
2456856.500000000     117.06732  21.10832
2456857.500000000     118.07198  20.93265
2456858.500000000     119.07447  20.75107
2456859.500000000     120.07473  20.56365
2456860.500000000     121.07273  20.37047
2456861.500000000     122.06841  20.17159
2456862.500000000     123.06174  19.96709
2456863.500000000     124.05267  19.75703
2456864.500000000     125.04117  19.54150
2456865.500000000     126.02721  19.32056
2456866.500000000     127.01075  19.09431
2456867.500000000     127.99177  18.86281
2456868.500000000     128.97023  18.62615
2456869.500000000     129.94613  18.38440
2456870.500000000     130.91945  18.13765
2456871.500000000     131.89017  17.88598
2456872.500000000     132.85828  17.62948
2456873.500000000     133.82380  17.36821
2456874.500000000     134.78672  17.10227
2456875.500000000     135.74706  16.83174
2456876.500000000     136.70482  16.55670
2456877.500000000     137.66004  16.27723
2456878.500000000     138.61276  15.99341
2456879.500000000     139.56300  15.70531
2456880.500000000     140.51081  15.41303
2456881.500000000     141.45626  15.11663
2456882.500000000     142.39939  14.81621
2456883.500000000     143.34026  14.51183
2456884.500000000     144.27891  14.20358
2456885.500000000     145.21541  13.89155
2456886.500000000     146.14978  13.57582
2456887.500000000     147.08209  13.25648
2456888.500000000     148.01236  12.93362
2456889.500000000     148.94064  12.60733
2456890.500000000     149.86698  12.27770
2456891.500000000     150.79141  11.94482
2456892.500000000     151.71399  11.60878
2456893.500000000     152.63474  11.26967
2456894.500000000     153.55373  10.92759
2456895.500000000     154.47099  10.58263
2456896.500000000     155.38657  10.23488
2456897.500000000     156.30052   9.88444
2456898.500000000     157.21290   9.53139
2456899.500000000     158.12375   9.17583
2456900.500000000     159.03312   8.81785
2456901.500000000     159.94109   8.45755
2456902.500000000     160.84771   8.09501
2456903.500000000     161.75304   7.73033
2456904.500000000     162.65715   7.36360
2456905.500000000     163.56012   6.99489
2456906.500000000     164.46203   6.62432
2456907.500000000     165.36296   6.25194
2456908.500000000     166.26302   5.87786
2456909.500000000     167.16228   5.50216
2456910.500000000     168.06086   5.12491
2456911.500000000     168.95886   4.74621
2456912.500000000     169.85637   4.36613
2456913.500000000     170.75349   3.98477
2456914.500000000     171.65031   3.60221
2456915.500000000     172.54692   3.21854
2456916.500000000     173.44341   2.83386
2456917.500000000     174.33985   2.44826
2456918.500000000     175.23633   2.06183
2456919.500000000     176.13292   1.67466
2456920.500000000     177.02971   1.28686
2456921.500000000     177.92676   0.89851
2456922.500000000     178.82417   0.50972
2456923.500000000     179.72199   0.12058
2456924.500000000     180.62030  -0.26881
2456925.500000000     181.51918  -0.65835
2456926.500000000     182.41869  -1.04794
2456927.500000000     183.31891  -1.43748
2456928.500000000     184.21990  -1.82687
2456929.500000000     185.12175  -2.21601
2456930.500000000     186.02452  -2.60481
2456931.500000000     186.92829  -2.99315
2456932.500000000     187.83314  -3.38095
2456933.500000000     188.73914  -3.76810
2456934.500000000     189.64639  -4.15450
2456935.500000000     190.55496  -4.54007
2456936.500000000     191.46497  -4.92469
2456937.500000000     192.37650  -5.30829
2456938.500000000     193.28966  -5.69076
2456939.500000000     194.20454  -6.07201
2456940.500000000     195.12126  -6.45194
2456941.500000000     196.03990  -6.83045
2456942.500000000     196.96058  -7.20746
2456943.500000000     197.88336  -7.58285
2456944.500000000     198.80835  -7.95652
2456945.500000000     199.73563  -8.32837
2456946.500000000     200.66526  -8.69830
2456947.500000000     201.59733  -9.06620
2456948.500000000     202.53191  -9.43196
2456949.500000000     203.46905  -9.79547
2456950.500000000     204.40884 -10.15663
2456951.500000000     205.35132 -10.51532
2456952.500000000     206.29655 -10.87143
2456953.500000000     207.24459 -11.22484
2456954.500000000     208.19548 -11.57546
2456955.500000000     209.14928 -11.92316
2456956.500000000     210.10601 -12.26782
2456957.500000000     211.06573 -12.60934
2456958.500000000     212.02848 -12.94759
2456959.500000000     212.99428 -13.28247
2456960.500000000     213.96317 -13.61386
2456961.500000000     214.93520 -13.94164
2456962.500000000     215.91041 -14.26571
2456963.500000000     216.88883 -14.58595
2456964.500000000     217.87051 -14.90225
2456965.500000000     218.85550 -15.21450
2456966.500000000     219.84383 -15.52259
2456967.500000000     220.83557 -15.82641
2456968.500000000     221.83076 -16.12585
2456969.500000000     222.82943 -16.42081
2456970.500000000     223.83162 -16.71118
2456971.500000000     224.83737 -16.99685
2456972.500000000     225.84670 -17.27770
2456973.500000000     226.85962 -17.55364
2456974.500000000     227.87615 -17.82455
2456975.500000000     228.89630 -18.09031
2456976.500000000     229.92005 -18.35083
2456977.500000000     230.94740 -18.60599
2456978.500000000     231.97834 -18.85569
2456979.500000000     233.01283 -19.09982
2456980.500000000     234.05086 -19.33826
2456981.500000000     235.09237 -19.57093
2456982.500000000     236.13734 -19.79770
2456983.500000000     237.18571 -20.01848
2456984.500000000     238.23741 -20.23316
2456985.500000000     239.29239 -20.44165
2456986.500000000     240.35057 -20.64385
2456987.500000000     241.41187 -20.83965
2456988.500000000     242.47622 -21.02897
2456989.500000000     243.54354 -21.21171
2456990.500000000     244.61374 -21.38778
2456991.500000000     245.68675 -21.55709
2456992.500000000     246.76248 -21.71957
2456993.500000000     247.84087 -21.87513
2456994.500000000     248.92183 -22.02370
2456995.500000000     250.00528 -22.16519
2456996.500000000     251.09114 -22.29955
2456997.500000000     252.17933 -22.42669
2456998.500000000     253.26976 -22.54656
2456999.500000000     254.36235 -22.65909
2457000.500000000     255.45699 -22.76422
2457001.500000000     256.55358 -22.86190
2457002.500000000     257.65202 -22.95208
2457003.500000000     258.75220 -23.03470
2457004.500000000     259.85399 -23.10972
2457005.500000000     260.95727 -23.17710
2457006.500000000     262.06191 -23.23679
2457007.500000000     263.16779 -23.28877
2457008.500000000     264.27476 -23.33300
2457009.500000000     265.38268 -23.36946
2457010.500000000     266.49141 -23.39812
2457011.500000000     267.60079 -23.41896
2457012.500000000     268.71066 -23.43198
2457013.500000000     269.82088 -23.43716
2457014.500000000     270.93127 -23.43450
2457015.500000000     272.04166 -23.42399
2457016.500000000     273.15189 -23.40565
2457017.500000000     274.26180 -23.37947
2457018.500000000     275.37123 -23.34546
2457019.500000000     276.48003 -23.30366
2457020.500000000     277.58805 -23.25406
2457021.500000000     278.69516 -23.19670
2457022.500000000     279.80122 -23.13161
2457023.500000000     280.90611 -23.05880
2457024.500000000     282.00971 -22.97833
2457025.500000000     283.11191 -22.89022
2457026.500000000     284.21258 -22.79452
2457027.500000000     285.31163 -22.69127
2457028.500000000     286.40895 -22.58053
2457029.500000000     287.50444 -22.46234
2457030.500000000     288.59800 -22.33676
2457031.500000000     289.68952 -22.20385
2457032.500000000     290.77892 -22.06367
2457033.500000000     291.86611 -21.91630
2457034.500000000     292.95098 -21.76179
2457035.500000000     294.03345 -21.60023
2457036.500000000     295.11344 -21.43169
2457037.500000000     296.19085 -21.25625
2457038.500000000     297.26561 -21.07399
2457039.500000000     298.33764 -20.88500
2457040.500000000     299.40685 -20.68937
2457041.500000000     300.47316 -20.48719
2457042.500000000     301.53649 -20.27855
2457043.500000000     302.59676 -20.06356
2457044.500000000     303.65390 -19.84231
2457045.500000000     304.70783 -19.61491
2457046.500000000     305.75848 -19.38146
2457047.500000000     306.80581 -19.14206
2457048.500000000     307.84976 -18.89683
2457049.500000000     308.89030 -18.64586
2457050.500000000     309.92740 -18.38926
2457051.500000000     310.96106 -18.12714
2457052.500000000     311.99125 -17.85961
2457053.500000000     313.01799 -17.58677
2457054.500000000     314.04126 -17.30872
2457055.500000000     315.06110 -17.02559
2457056.500000000     316.07750 -16.73747
2457057.500000000     317.09048 -16.44448
2457058.500000000     318.10009 -16.14673
2457059.500000000     319.10633 -15.84433
2457060.500000000     320.10924 -15.53738
2457061.500000000     321.10886 -15.22601
2457062.500000000     322.10521 -14.91032
2457063.500000000     323.09834 -14.59043
2457064.500000000     324.08828 -14.26646
2457065.500000000     325.07508 -13.93851
2457066.500000000     326.05878 -13.60670
2457067.500000000     327.03942 -13.27114
2457068.500000000     328.01703 -12.93196
2457069.500000000     328.99167 -12.58927
2457070.500000000     329.96336 -12.24320
2457071.500000000     330.93215 -11.89385
2457072.500000000     331.89806 -11.54135
2457073.500000000     332.86113 -11.18583
2457074.500000000     333.82140 -10.82741
2457075.500000000     334.77891 -10.46619
2457076.500000000     335.73369 -10.10231
2457077.500000000     336.68581  -9.73588
2457078.500000000     337.63532  -9.36701
2457079.500000000     338.58229  -8.99582
2457080.500000000     339.52680  -8.62241
2457081.500000000     340.46891  -8.24690
2457082.500000000     341.40871  -7.86940
2457083.500000000     342.34628  -7.49001
2457084.500000000     343.28172  -7.10884
2457085.500000000     344.21509  -6.72599
2457086.500000000     345.14651  -6.34158
2457087.500000000     346.07605  -5.95570
2457088.500000000     347.00381  -5.56846
2457089.500000000     347.92988  -5.17997
2457090.500000000     348.85436  -4.79032
2457091.500000000     349.77735  -4.39962
2457092.500000000     350.69893  -4.00798
2457093.500000000     351.61919  -3.61549
2457094.500000000     352.53824  -3.22226
2457095.500000000     353.45616  -2.82840
2457096.500000000     354.37303  -2.43399
2457097.500000000     355.28895  -2.03916
2457098.500000000     356.20399  -1.64400
2457099.500000000     357.11823  -1.24863
2457100.500000000     358.03174  -0.85314
2457101.500000000     358.94459  -0.45764
2457102.500000000     359.85683  -0.06225
2457103.500000000       0.76853   0.33292
2457104.500000000       1.67976   0.72778
2457105.500000000       2.59058   1.12221
2457106.500000000       3.50106   1.51612
2457107.500000000       4.41129   1.90940
2457108.500000000       5.32133   2.30194
2457109.500000000       6.23129   2.69366
2457110.500000000       7.14123   3.08446
2457111.500000000       8.05125   3.47423
2457112.500000000       8.96144   3.86289
2457113.500000000       9.87188   4.25033
2457114.500000000      10.78267   4.63647
2457115.500000000      11.69390   5.02122
2457116.500000000      12.60566   5.40447
2457117.500000000      13.51804   5.78613
2457118.500000000      14.43113   6.16612
2457119.500000000      15.34502   6.54435
2457120.500000000      16.25981   6.92071
2457121.500000000      17.17557   7.29512
2457122.500000000      18.09240   7.66749
2457123.500000000      19.01038   8.03773
2457124.500000000      19.92958   8.40574
2457125.500000000      20.85009   8.77143
2457126.500000000      21.77196   9.13470
2457127.500000000      22.69527   9.49546
2457128.500000000      23.62007   9.85362
2457129.500000000      24.54641  10.20908
2457130.500000000      25.47434  10.56173
2457131.500000000      26.40389  10.91149
2457132.500000000      27.33510  11.25824
2457133.500000000      28.26800  11.60190
2457134.500000000      29.20264  11.94237
2457135.500000000      30.13906  12.27954
2457136.500000000      31.07729  12.61334
2457137.500000000      32.01739  12.94366
2457138.500000000      32.95938  13.27041
2457139.500000000      33.90333  13.59351
2457140.500000000      34.84926  13.91285
2457141.500000000      35.79724  14.22837
2457142.500000000      36.74730  14.53996
2457143.500000000      37.69949  14.84754
2457144.500000000      38.65384  15.15102
2457145.500000000      39.61041  15.45032
2457146.500000000      40.56922  15.74536
2457147.500000000      41.53033  16.03604
2457148.500000000      42.49377  16.32230
2457149.500000000      43.45957  16.60403
2457150.500000000      44.42777  16.88117
2457151.500000000      45.39839  17.15363
2457152.500000000      46.37147  17.42133
2457153.500000000      47.34700  17.68419
2457154.500000000      48.32501  17.94213
2457155.500000000      49.30550  18.19506
2457156.500000000      50.28845  18.44291
2457157.500000000      51.27386  18.68560
2457158.500000000      52.26171  18.92304
2457159.500000000      53.25195  19.15516
2457160.500000000      54.24457  19.38188
2457161.500000000      55.23950  19.60311
2457162.500000000      56.23672  19.81879
2457163.500000000      57.23618  20.02883
2457164.500000000      58.23784  20.23317
2457165.500000000      59.24165  20.43173
2457166.500000000      60.24756  20.62445
2457167.500000000      61.25553  20.81125
2457168.500000000      62.26553  20.99208
